company_name,title,job_department,job_type,work_location_type,pay_type,location_city,location_state,location_country,salary_min,salary_max,experience_years,description,required_skills,perks,apply_link,joining_fee_required,is_night_shift,status,display_applications_count,posted_days_ago
"Capgemini India","DevOps Engineer II",Engineering,contract,hybrid,fixed,Hyderabad,Telangana,India,1000000,2000000,4,"Capgemini India is hiring a DevOps Engineer. Automate deployments and maintain cloud infrastructure. Strong communication skills and relevant experience preferred.",AWS|Kubernetes|Terraform|CI/CD|Linux,"ESOP, Health insurance, Gym membership",https://www.capgemini.com/careers,0,0,active,1681,10
"IBM India","Data Analyst II",Operations,part_time,remote,fixed,Pune,Maharashtra,India,500000,900000,1,"IBM India is hiring a Data Analyst. Transform business data into dashboards and actionable insights. Strong communication skills and relevant experience preferred.","SQL|Excel|Python|Power BI|Tableau","Paid time off, Health insurance, Parental leave",https://www.ibm.com/careers,0,0,active,212,16
"Amazon India","Data Scientist II",Engineering,full_time,hybrid,fixed,Mumbai,Maharashtra,India,1100000,2200000,3,"Amazon India is hiring a Data Scientist. Build predictive models and analytics solutions for product teams. Strong communication skills and relevant experience preferred.","Python|Machine Learning|Statistics|Pandas|SQL","Health insurance, Paid time off, Learning budget",https://www.amazon.jobs/en/locations/india,0,0,active,1920,16
Flipkart,"QA Automation Engineer II",Engineering,full_time,remote,fixed,Chennai,"Tamil Nadu",India,600000,1100000,2,"Flipkart is hiring a QA Automation Engineer. Design automated test suites and improve release quality. Strong communication skills and relevant experience preferred.","Selenium|Java|API Testing|Jira|Agile","WFH, Health insurance, Annual bonus",https://www.flipkartcareers.com,0,0,active,1494,8
Swiggy,"Product Manager II",Operations,full_time,office,fixed,"Delhi NCR",Delhi,India,1200000,2500000,5,"Swiggy is hiring a Product Manager. Define product vision and drive cross-functional delivery. Strong communication skills and relevant experience preferred.","Product Strategy|Roadmaps|Analytics|Stakeholder Management","Health insurance, Transport allowance, Flexible hours",https://careers.swiggy.com,0,0,active,616,15
Zomato,"UI/UX Designer II",Engineering,contract,hybrid,fixed,Gurgaon,Haryana,India,650000,1200000,2,"Zomato is hiring a UI/UX Designer. Create intuitive interfaces and user-centered product experiences. Strong communication skills and relevant experience preferred.","Figma|User Research|Prototyping|Design Systems","ESOP, Health insurance, Gym membership",https://www.zomato.com/careers,0,0,active,766,27
Paytm,"Android Developer II",Engineering,part_time,remote,fixed,Noida,"Uttar Pradesh",India,750000,1400000,3,"Paytm is hiring a Android Developer. Build and ship high-quality Android applications. Strong communication skills and relevant experience preferred.","Kotlin|Android SDK|REST APIs|Firebase","Paid time off, Health insurance, Parental leave",https://paytm.com/careers,0,0,active,897,4
PhonePe,"iOS Developer II",Engineering,full_time,hybrid,fixed,Kolkata,"West Bengal",India,800000,1500000,3,"PhonePe is hiring a iOS Developer. Develop native iOS apps for consumer and enterprise users. Strong communication skills and relevant experience preferred.","Swift|UIKit|SwiftUI|REST APIs","Health insurance, Paid time off, Learning budget",https://www.phonepe.com/careers,0,0,active,2262,30
Razorpay,"Flutter Developer II",Engineering,full_time,remote,fixed,Ahmedabad,Gujarat,India,700000,1300000,2,"Razorpay is hiring a Flutter Developer. Deliver cross-platform mobile apps from a single codebase. Strong communication skills and relevant experience preferred.","Flutter|Dart|Firebase|REST APIs","WFH, Health insurance, Annual bonus",https://razorpay.com/jobs,0,0,active,717,11
Freshworks,"Cloud Architect II",Engineering,full_time,office,fixed,Remote,India,India,1800000,3500000,8,"Freshworks is hiring a Cloud Architect. Lead cloud migration and architecture for large programs. Strong communication skills and relevant experience preferred.","AWS|Azure|Solution Design|Security|Networking","Health insurance, Transport allowance, Flexible hours",https://www.freshworks.com/company/careers,0,0,active,1091,13
Zoho,"Business Analyst II",Operations,contract,hybrid,fixed,Bangalore,Karnataka,India,700000,1200000,3,"Zoho is hiring a Business Analyst. Bridge business needs with technical delivery teams. Strong communication skills and relevant experience preferred.","Requirements|SQL|Jira|Documentation|Stakeholder Management","ESOP, Health insurance, Gym membership",https://www.zoho.com/careers,0,0,active,765,22
Mindtree,"Sales Executive II",Sales,part_time,remote,fixed,Hyderabad,Telangana,India,400000,800000,2,"Mindtree is hiring a Sales Executive. Drive revenue growth through enterprise client relationships. Strong communication skills and relevant experience preferred.","B2B Sales|CRM|Negotiation|Communication","Paid time off, Health insurance, Parental leave",https://www.mindtree.com/careers,0,0,active,790,2
LTIMindtree,"Digital Marketing Manager II",Marketing,full_time,hybrid,fixed,Pune,Maharashtra,India,600000,1100000,4,"LTIMindtree is hiring a Digital Marketing Manager. Plan and execute digital campaigns across channels. Strong communication skills and relevant experience preferred.","SEO|Google Ads|Analytics|Content Strategy","Health insurance, Paid time off, Learning budget",https://www.ltimindtree.com/careers,0,0,active,2285,15
Cognizant,"HR Business Partner II","Human Resources",full_time,remote,fixed,Mumbai,Maharashtra,India,700000,1300000,5,"Cognizant is hiring a HR Business Partner. Partner with leaders on hiring, retention, and culture. Strong communication skills and relevant experience preferred.","Talent Management|Employee Relations|HR Policies","WFH, Health insurance, Annual bonus",https://careers.cognizant.com,0,0,active,1848,6
"Deloitte India","Financial Analyst II",Finance,full_time,office,fixed,Chennai,"Tamil Nadu",India,550000,1000000,2,"Deloitte India is hiring a Financial Analyst. Support budgeting, forecasting, and financial reporting. Strong communication skills and relevant experience preferred.","Excel|Financial Modeling|SAP|Reporting","Health insurance, Transport allowance, Flexible hours",https://www2.deloitte.com/in/en/careers,0,0,active,1287,12
"EY India","Customer Support Lead II","Customer Support",contract,hybrid,fixed,"Delhi NCR",Delhi,India,450000,850000,3,"EY India is hiring a Customer Support Lead. Lead support operations and improve customer satisfaction. Strong communication skills and relevant experience preferred.","Customer Service|Team Leadership|CRM|Communication","ESOP, Health insurance, Gym membership",https://careers.ey.com,0,0,active,1073,25
"KPMG India","Cybersecurity Analyst II",Engineering,part_time,remote,fixed,Gurgaon,Haryana,India,900000,1700000,3,"KPMG India is hiring a Cybersecurity Analyst. Monitor threats and strengthen organizational security posture. Strong communication skills and relevant experience preferred.","SIEM|Network Security|Incident Response|Compliance","Paid time off, Health insurance, Parental leave",https://home.kpmg/in/en/home/careers,0,0,active,1236,0
Genpact,"Python Developer II",Engineering,full_time,hybrid,fixed,Noida,"Uttar Pradesh",India,650000,1200000,2,"Genpact is hiring a Python Developer. Build APIs and backend services using Python frameworks. Strong communication skills and relevant experience preferred.","Python|Django|Flask|PostgreSQL|REST APIs","Health insurance, Paid time off, Learning budget",https://www.genpact.com/careers,0,0,active,2087,24
TCS,"SAP Consultant II",Operations,full_time,remote,fixed,Kolkata,"West Bengal",India,1000000,1900000,4,"TCS is hiring a SAP Consultant. Implement and support SAP modules for enterprise clients. Strong communication skills and relevant experience preferred.","SAP FICO|SAP MM|Implementation|Configuration","WFH, Health insurance, Annual bonus",https://www.tcs.com/careers,0,0,active,452,3
Infosys,"Network Engineer II",Engineering,full_time,office,fixed,Ahmedabad,Gujarat,India,600000,1100000,3,"Infosys is hiring a Network Engineer. Maintain network infrastructure and troubleshoot connectivity. Strong communication skills and relevant experience preferred.",Cisco|Routing|Switching|Firewalls|LAN/WAN,"Health insurance, Transport allowance, Flexible hours",https://www.infosys.com/careers,0,0,active,1832,8
Wipro,"Content Writer II",Marketing,contract,hybrid,fixed,Remote,India,India,350000,650000,1,"Wipro is hiring a Content Writer. Create engaging content for web, blogs, and marketing campaigns. Strong communication skills and relevant experience preferred.","Content Writing|SEO|Editing|Research","ESOP, Health insurance, Gym membership",https://careers.wipro.com,0,0,active,908,0
"HCL Technologies","Operations Manager II",Operations,part_time,remote,fixed,Bangalore,Karnataka,India,900000,1600000,6,"HCL Technologies is hiring a Operations Manager. Optimize daily operations and cross-team workflows. Strong communication skills and relevant experience preferred.","Operations|Process Improvement|Team Management|KPIs","Paid time off, Health insurance, Parental leave",https://www.hcltech.com/careers,0,0,active,1119,13
"Tech Mahindra","Senior Java Developer II",Engineering,full_time,hybrid,fixed,Hyderabad,Telangana,India,900000,1800000,5,"Tech Mahindra is hiring a Senior Java Developer. Design and build scalable backend services for enterprise clients. Strong communication skills and relevant experience preferred.","Java|Spring Boot|Microservices|SQL|AWS","Health insurance, Paid time off, Learning budget",https://careers.techmahindra.com,0,0,active,1809,15
"Accenture India","React Frontend Engineer II",Engineering,full_time,remote,fixed,Pune,Maharashtra,India,700000,1300000,2,"Accenture India is hiring a React Frontend Engineer. Develop responsive web applications with modern frontend stacks. Strong communication skills and relevant experience preferred.","React|TypeScript|REST APIs|CSS|Git","WFH, Health insurance, Annual bonus",https://www.accenture.com/in-en/careers,0,0,active,165,13
"Capgemini India","Full Stack Developer II",Engineering,full_time,office,fixed,Mumbai,Maharashtra,India,800000,1500000,3,"Capgemini India is hiring a Full Stack Developer. Own features end-to-end across API and UI layers. Strong communication skills and relevant experience preferred.",Node.js|React|MongoDB|PostgreSQL|Docker,"Health insurance, Transport allowance, Flexible hours",https://www.capgemini.com/careers,0,0,active,2371,7
"IBM India","DevOps Engineer II",Engineering,contract,hybrid,fixed,Chennai,"Tamil Nadu",India,1000000,2000000,4,"IBM India is hiring a DevOps Engineer. Automate deployments and maintain cloud infrastructure. Strong communication skills and relevant experience preferred.",AWS|Kubernetes|Terraform|CI/CD|Linux,"ESOP, Health insurance, Gym membership",https://www.ibm.com/careers,0,0,active,1980,19
"Amazon India","Data Analyst II",Operations,part_time,remote,fixed,"Delhi NCR",Delhi,India,500000,900000,1,"Amazon India is hiring a Data Analyst. Transform business data into dashboards and actionable insights. Strong communication skills and relevant experience preferred.","SQL|Excel|Python|Power BI|Tableau","Paid time off, Health insurance, Parental leave",https://www.amazon.jobs/en/locations/india,0,0,active,1881,20
Flipkart,"Data Scientist II",Engineering,full_time,hybrid,fixed,Gurgaon,Haryana,India,1100000,2200000,3,"Flipkart is hiring a Data Scientist. Build predictive models and analytics solutions for product teams. Strong communication skills and relevant experience preferred.","Python|Machine Learning|Statistics|Pandas|SQL","Health insurance, Paid time off, Learning budget",https://www.flipkartcareers.com,0,0,active,813,26
Swiggy,"QA Automation Engineer II",Engineering,full_time,remote,fixed,Noida,"Uttar Pradesh",India,600000,1100000,2,"Swiggy is hiring a QA Automation Engineer. Design automated test suites and improve release quality. Strong communication skills and relevant experience preferred.","Selenium|Java|API Testing|Jira|Agile","WFH, Health insurance, Annual bonus",https://careers.swiggy.com,0,0,active,1414,26
Zomato,"Product Manager II",Operations,full_time,office,fixed,Kolkata,"West Bengal",India,1200000,2500000,5,"Zomato is hiring a Product Manager. Define product vision and drive cross-functional delivery. Strong communication skills and relevant experience preferred.","Product Strategy|Roadmaps|Analytics|Stakeholder Management","Health insurance, Transport allowance, Flexible hours",https://www.zomato.com/careers,0,0,active,1657,23
